image_path,overexposed,degree
..\DATASETS\overbrightened\HatchBack\Хетчбек_BMW_I3_2014_в_Києві_l.jpg,True,0.6464081749170347
..\DATASETS\overbrightened\HatchBack\Хетчбек_BMW_I3_2015_в_Києві_d.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_BMW_I3_2016_в_Василькові_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_BMW_I3_2018_в_Одесі_l.jpg,True,0.02709752354231787
..\DATASETS\overbrightened\HatchBack\Хетчбек_BMW_I3_2019_в_Ужгороді_u.jpg,True,1.0471049590846542
..\DATASETS\overbrightened\HatchBack\Хетчбек_BMW_I3_2019_в_Хмельницькому_l.jpg,True,0.4821739461074306
..\DATASETS\overbrightened\HatchBack\Хетчбек_BMW_I3_2020_в_Дніпрі_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_BYD_E2_2023_в_Броварах_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_BYD_Seagull_2025_в_Вінниці_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_BYD_Seagull_2025_в_Києві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chery_QQ_2007_в_Києві.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Aveo_2008_в_Києві_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Aveo_2008_в_Кривому_Розі.jpg,True,1.0997718539983
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2017_в_Брошневі-Облозі_l.jpg,True,0.5228263964792086
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2017_в_Рівному_l.jpg,True,0.2881365922827943
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2018_в_Білій_Церкві.jpg,True,0.8912234239613299
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2018_в_Києві_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2020_в_Дніпрі_d.jpg,True,0.0821855038717294
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2020_в_Києві_l.jpg,True,0.9464116045622621
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2021_в_Ніжині.jpg,True,0.7336462859938668
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2022_в_Києві.jpg,True,0.11309011312012118
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2022_в_Фастові_l.jpg,True,1.1362297123346552
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2023_в_Івано-Франківську_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2023_в_Запоріжжі_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2023_в_Рівному.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Bolt_EV_2023_в_Фастові.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Kalos_2007_в_Києві.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Lacetti_2005_в_Львові_u.jpg,True,0.3075975382815348
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Volt_2012_в_Одесі.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Volt_2015_в_Лозовій_l.jpg,True,0.5359727366101017
..\DATASETS\overbrightened\HatchBack\Хетчбек_Chevrolet_Volt_2015_в_Одесі_l.jpg,True,1.1365915769206845
..\DATASETS\overbrightened\HatchBack\Хетчбек_Citroen_C1_2012_в_Києві_u.jpg,True,0.6407197492017664
..\DATASETS\overbrightened\HatchBack\Хетчбек_Citroen_C3_2003_в_Копичинці_u.jpg,True,0.6190474077196937
..\DATASETS\overbrightened\HatchBack\Хетчбек_Citroen_C3_2003_в_Яремчі.jpg,True,0.07561276705305131
..\DATASETS\overbrightened\HatchBack\Хетчбек_Citroen_C3_2012_в_Ужгороді_l.jpg,True,0.7931762091328964
..\DATASETS\overbrightened\HatchBack\Хетчбек_Citroen_C4_2018_в_Дрогобичі.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Citroen_e-C4_2021_в_Ромнах_l.jpg,True,0.22216021260934649
..\DATASETS\overbrightened\HatchBack\Хетчбек_Citroen_e-C4_2021_в_Черкасах_l.jpg,True,0.8839492825889967
..\DATASETS\overbrightened\HatchBack\Хетчбек_Dacia_Sandero_2009_в_Золочеві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Daewoo_Lanos_2003_в_Києві.jpg,True,1.1504417442292565
..\DATASETS\overbrightened\HatchBack\Хетчбек_Daewoo_Lanos_2004_в_Дніпрі_l.jpg,True,1.197132091362241
..\DATASETS\overbrightened\HatchBack\Хетчбек_Daewoo_Matiz_2005_в_Києві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Daewoo_Matiz_2007_в_Дніпрі_l.jpg,True,0.8781921324290838
..\DATASETS\overbrightened\HatchBack\Хетчбек_Daewoo_Matiz_2007_в_Черкасах_u.jpg,True,0.2105615300565804
..\DATASETS\overbrightened\HatchBack\Хетчбек_Daewoo_Matiz_2008_в_Кривому_Розі_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Daewoo_Matiz_2008_в_Кропивницькому.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Daihatsu_Sirion_2008_в_Києві_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_DS_4_2023_в_Києві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Fiat_500e_2022_в_Києві.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Fiesta_2006_в_Львові_l.jpg,True,0.6674757137814595
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Fiesta_2006_в_Одесі_l.jpg,True,0.11090995765679801
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Fiesta_2008_в_Глухові_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Fiesta_2008_в_Києві_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Fiesta_2010_в_Одесі_u.jpg,True,0.8279611308996897
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Fiesta_2011_в_Києві.jpg,True,0.4927913675426827
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Fiesta_2012_в_Тернополі.jpg,True,0.5173676731925643
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Fiesta_2015_в_Києві.jpg,True,0.9708684266996366
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Fiesta_2016_в_Києві_d.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Fiesta_2017_в_Києві_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Fiesta_2018_в_Луцьку_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Focus_2008_в_Ужгороді_u.jpg,True,0.6389589887197065
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Focus_2010_в_Івано-Франківську.jpg,True,0.05522339985903302
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Focus_2013_в_Дніпрі_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Focus_2014_в_Вишгороді_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Focus_2014_в_Києві_d.jpg,True,0.39086152906453986
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Focus_2014_в_Стрию_l.jpg,True,0.0053543176541783755
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Focus_2015_в_Ічні_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Focus_2017_в_Дніпрі_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Focus_2017_в_Коломиї_l.jpg,True,1.071079161083208
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Focus_2017_в_Львові_l.jpg,True,0.2002256750060205
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Focus_2019_в_Києві_l.jpg,True,0.7058027409220482
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Focus_2020_в_Здолбуніві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Ford_Fusion_2008_в_Миколаєві_u.jpg,True,0.8713363964806236
..\DATASETS\overbrightened\HatchBack\Хетчбек_Honda_Civic_2003_в_Слобожанському_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Honda_Jazz_2012_в_Смілі.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_Elantra_2015_в_Чернігові_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_Getz_2003_в_Одесі_l.jpg,True,0.00010141314177114502
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_Getz_2004_в_Запоріжжі_d.jpg,True,1.1199697573910503
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_Getz_2006_в_Дніпрі.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_Getz_2007_в_Харкові_d.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_i10_2009_в_Трускавці_l.jpg,True,0.9514885162752378
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_i10_2011_в_Дніпрі_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_i10_2012_в_Білій_Церкві_l.jpg,True,0.06768781734344276
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_i20_2014_в_Мукачевому.jpg,True,0.6467815991051842
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_i30_2007_в_Львові.jpg,True,0.47940680093472565
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_i30_2011_в_Івано-Франківську.jpg,True,0.10385242389357585
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_i30_2022_в_Одесі_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_Ioniq_2017_в_Вінниці_d.jpg,True,0.2114089159673418
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_Ioniq_2017_в_Києві.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_Ioniq_2017_в_Тернополі.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_Ioniq_2019_в_Житомирі_l.jpg,True,0.17934676822330253
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_Ioniq_2019_в_Києві.jpg,True,0.8238537585949455
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_Ioniq_2019_в_Немирові.jpg,True,1.0332829007494888
..\DATASETS\overbrightened\HatchBack\Хетчбек_Hyundai_Ioniq_2019_в_Одесі.jpg,True,0.017091762890620643
..\DATASETS\overbrightened\HatchBack\Хетчбек_Kia_Ceed_2008_в_Львові_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Kia_Ceed_2010_в_Зіньківі_l.jpg,True,1.1970619234716622
..\DATASETS\overbrightened\HatchBack\Хетчбек_Kia_Ceed_2014_в_Львові.jpg,True,1.0131605938515607
..\DATASETS\overbrightened\HatchBack\Хетчбек_Kia_Ceed_2019_в_Львові_l.jpg,True,0.2846561016849114
..\DATASETS\overbrightened\HatchBack\Хетчбек_Kia_Picanto_2021_в_Києві.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Kia_Rio_2012_в_Дніпрі_d.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Lexus_CT_2020_в_Львові_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2003_в_Запоріжжі.jpg,True,0.040379435186906676
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2004_в_Запоріжжі.jpg,True,1.0983528015466522
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2004_в_Києві_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2005_в_Броварах_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2009_в_Запоріжжі_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2009_в_Луцьку.jpg,True,0.4192198922156489
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2014_в_Києві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2015_в_Києві.jpg,True,1.1679479691038324
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2015_в_Львові_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2016_в_Дніпрі_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2020_в_Києві_l.jpg,True,0.9695943763892829
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2020_в_Рівному_l.jpg,True,0.7151956593005451
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_3_2021_в_Києві_u.jpg,True,1.0901231105074254
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mazda_626_2000_в_Надвірній_d.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_A-Class_2000_в_Червонограді_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_A-Class_2001_в_Чернівцях_d.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_A-Class_2005_в_Дрогобичі.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_A-Class_2005_в_Кременчуці_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_A-Class_2005_в_Локачах_u.jpg,True,0.7188462224483236
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_A-Class_2005_в_Самборі.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_A-Class_2009_в_Києві_d.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_B-Class_2005_в_Запоріжжі.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_B-Class_2008_в_Львові_l.jpg,True,0.9310077455715529
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_B-Class_2008_в_Одесі.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_B-Class_2010_в_Києві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_B-Class_2011_в_Києві.jpg,True,1.0462406799668782
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_B-Class_2012_в_Львові_l.jpg,True,0.21218462760183332
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_B-Class_2014_в_Києві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_B-Class_2014_в_Новояворівську.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_B-Class_2014_в_Фастові.jpg,True,1.0829787932597348
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_B-Class_2015_в_Житомирі_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_B-Class_2015_в_Рівному.jpg,True,0.7823717860361643
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_B-Class_2019_в_Кіцмані_l.jpg,True,0.8646342665197293
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_EQA_2021_в_Житомирі_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_EQA_2021_в_Луцьку_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mercedes-Benz_EQA_2022_в_Києві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_MG_4_2023_в_Тернополі.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_MG_ZS_EV_2021_в_Житомирі_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_MINI_Cooper_2022_в_Хмельницькому.jpg,True,0.6450714110502707
..\DATASETS\overbrightened\HatchBack\Хетчбек_MINI_Countryman_2011_в_Луцьку_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_MINI_Countryman_2011_в_Нововолинську.jpg,True,0.16601500587288864
..\DATASETS\overbrightened\HatchBack\Хетчбек_MINI_Countryman_2017_в_Києві_d.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_MINI_Countryman_2017_в_Одесі_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_MINI_Electric_2021_в_Києві.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_MINI_Electric_2022_в_Луцьку.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_MINI_Hatch_2006_в_Києві.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_MINI_Hatch_2008_в_Дніпрі_l.jpg,True,0.03801082788732568
..\DATASETS\overbrightened\HatchBack\Хетчбек_MINI_Hatch_2013_в_Полтаві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_MINI_Hatch_2014_в_Києві.jpg,True,0.2820882373097724
..\DATASETS\overbrightened\HatchBack\Хетчбек_MINI_Paceman_2015_в_Харкові_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mitsubishi_Colt_2004_в_Кропивницькому_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mitsubishi_Colt_2005_в_Одесі_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mitsubishi_Lancer_2009_в_Кропивницькому.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mitsubishi_Mirage_2020_в_Києві_l.jpg,True,0.23410173196653772
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mitsubishi_Mirage_2023_в_Рівному_l.jpg,True,0.9538657395519474
..\DATASETS\overbrightened\HatchBack\Хетчбек_Mitsubishi_Space_Star_2020_в_Києві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2011_в_Одесі_l.jpg,True,0.7385698279706892
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2012_в_Вінниці_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2013_в_Білій_Церкві.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2013_в_Вінниці_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2013_в_Первомайську_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2014_в_Дніпрі_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2014_в_Києві.jpg,True,0.8781362004083342
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2014_в_Луцьку.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2015_в_Житомирі.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2015_в_Здолбуніві.jpg,True,0.6918894313850557
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2015_в_Одесі_l.jpg,True,1.1672679124172054
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2018_в_Вінниці_l.jpg,True,0.5075281173508683
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2018_в_Дніпрі.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2018_в_Києві.jpg,True,0.45152989276372524
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2018_в_Одесі_l.jpg,True,0.25544188610036733
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2018_в_Рівному_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2019_в_Києві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2019_в_Харкові_l.jpg,True,0.8915484335673434
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2020_в_Вінниці.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2020_в_Дніпрі_u.jpg,True,1.090256410776022
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2020_в_Кропивницькому.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2020_в_Тернополі_u.jpg,True,0.25425433833378297
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2020_в_Хусті.jpg,True,0.027349560757779612
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2021_в_Дніпрі_l.jpg,True,1.0382297598763006
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2021_в_Києві_u.jpg,True,0.6258906376000322
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2021_в_Львові_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2021_в_Харкові_l.jpg,True,0.5839553735468865
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2022_в_Самборі_l.jpg,True,0.7274486230284867
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Leaf_2023_в_Івано-Франківську_l.jpg,True,0.6416451662282021
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Micra_2005_в_Львові.jpg,True,0.5263525146396015
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Micra_2006_в_Сумах.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Micra_2010_в_Хмельницькому_u.jpg,True,1.0971676856611554
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Note_2008_в_Чернівцях_d.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Note_2009_в_Києві_d.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Note_2012_в_Тернополі_l.jpg,True,0.14479794905103316
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Note_2013_в_Стрию_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_Note_2017_в_Києві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Nissan_TIIDA_2008_в_Києві.jpg,True,0.04247593220725476
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Ampera-e_2019_в_Дубні_l.jpg,True,0.9433759682232032
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Astra_2000_в_Білій_Церкві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Astra_2005_в_Рівному_u.jpg,True,0.03429771511577018
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Astra_2007_в_Києві_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Astra_2007_в_Сумах.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Astra_2015_в_Луцьку_l.jpg,True,0.3003262583502595
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Corsa-e_2020_в_Львові_l.jpg,True,0.9723598320716185
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Corsa-e_2021_в_Києві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Corsa_2000_в_Львові_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Corsa_2002_в_Львові_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Corsa_2003_в_Чернівцях_u.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Corsa_2004_в_Хмельницькому.jpg,True,0.8000231131981697
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Corsa_2007_в_Івано-Франківську.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Corsa_2009_в_Верхньому_Синьовидному_d.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Corsa_2009_в_Києві_l.jpg,False,0.0
..\DATASETS\overbrightened\HatchBack\Хетчбек_Opel_Corsa_2010_в_Львові_l.jpg,True,0.27703030999732503
